H1,H2,H3,Pdeficit,f_drop_real,t_nadir_real
23.421,5.1776,8.4032,34.778,-1.01044818744171,6.2804
16.239,8.8053,6.5375,29.688,-0.914748984844648,5.65626666666667
17.205,4.9247,8.6133,26.237,-0.81529141264488,5.55533333333333
15.127,7.7623,7.3309,30.94,-0.971173595558404,5.49173333333333
19.647,6.2141,3.5641,15.712,-0.495161119596183,5.39386666666667
22.241,4.1513,3.5798,10.349,-0.323710514528763,5.46106666666667
23.308,3.3861,4.2717,14.831,-0.457858540642769,5.58173333333333
19.051,7.9258,6.3592,38.289,-1.1714207455025,5.86253333333333
22.195,8.1075,3.771,24.349,-0.727558233418608,5.948
22.91,5.3652,7.2738,22.16,-0.650719389892062,6.11653333333333
17.133,7.2327,5.1855,19.089,-0.600972708171644,5.40893333333333
19.047,5.8704,4.3701,35.873,-1.16421030619211,5.37626666666667
16.868,7.2431,7.1788,33.604,-1.04372263797045,5.62026666666667
18.585,3.2424,4.5615,16.919,-0.554445594819448,5.00893333333333
13.412,5.9905,8.2174,20.058,-0.648548064043837,5.16693333333333
12.979,6.4654,7.7205,16.624,-0.540378848467242,5.1088
18.018,8.0297,7.5124,28.569,-0.859916254710196,5.888
13.013,8.0694,8.874,27.149,-0.854266619597131,5.458
17.851,4.0257,5.4832,33.208,-1.10423491347168,5.13333333333333
15.954,7.8734,8.8815,27.298,-0.830207450251831,5.78813333333333
21.327,4.2777,6.2703,30.622,-0.939702500405327,5.68933333333333
19.24,8.1651,7.0205,37.066,-1.11149553104642,5.9872
22.612,3.6303,5.1713,35.598,-1.11046733578916,5.634
13.811,7.5745,6.6642,32.144,-1.05052769664313,5.2204
20.788,7.0991,6.1988,12.889,-0.383970914441,5.948
21.675,7.4076,3.3329,15.616,-0.474308346956014,5.7528
21.308,4.9659,6.1761,23.383,-0.710743142107209,5.7568
22.902,6.7786,8.5757,12.851,-0.366259842711266,6.4156
18.098,5.3131,6.1314,30.338,-0.958630145729444,5.406
16.027,4.2654,4.6781,32.752,-1.15414374336221,4.82053333333333
14.465,6.5908,6.1416,31.602,-1.04478281573184,5.1112
20.771,7.2295,6.0772,13.476,-0.401559149112416,5.94626666666667
20.578,7.7131,6.3566,36.852,-1.10097806454349,6.01173333333333
18.844,7.2656,3.1777,11.133,-0.350860102568406,5.37413333333333
20.361,7.5903,8.508,34.984,-1.02267975411414,6.21626666666667
20.528,3.0311,3.3967,33,-1.1093486270998,5.0796
17.24,8.6311,7.3779,19.139,-0.576795967515422,5.8492
21.775,4.992,6.3125,12.958,-0.389935332407554,5.82933333333333
12.961,5.1567,6.3863,32.069,-1.14592444993986,4.75706666666667
22.442,6.7995,8.2338,19.613,-0.564584460148451,6.3284
19.717,8.1705,3.1198,35.876,-1.12702330035931,5.58306666666667
20.129,4.3959,8.7691,34.878,-1.05756832367713,5.85413333333333
14.448,5.6649,8.272,12.789,-0.408358453538126,5.26013333333333
20.618,6.895,6.3449,32.112,-0.964254883863399,5.9192
14.36,8.1453,8.2406,15.856,-0.492254256578928,5.5508
19.388,7.5425,8.7075,28.527,-0.839416071066163,6.1224
14.05,4.304,6.8245,34.309,-1.23425204969501,4.84613333333333
20.125,6.7287,5.1388,27.037,-0.828133171358326,5.7
20.958,8.2214,7.9315,17.816,-0.514753968124673,6.28693333333333
19.135,7.8181,8.7699,10.356,-0.302889605185666,6.1316
12.691,4.8084,7.0138,32.163,-1.15151289682097,4.75693333333333
19.202,4.048,7.484,36.326,-1.15348094212424,5.5488
17.11,7.6099,7.883,30.427,-0.926593631844786,5.77173333333333
19.283,5.4902,8.706,21.703,-0.652131773934997,5.87413333333333
15.507,5.7334,7.0823,30.34,-0.977102004294671,5.25106666666667
23.849,5.0597,8.7177,13.412,-0.384433145807949,6.3432
15.303,6.7752,5.6329,34.582,-1.15735092517867,5.1736
22.608,8.2758,3.742,35.228,-1.05074625150019,6.00613333333333
23.472,4.6537,3.934,32.011,-0.984602183109942,5.70693333333333
21.467,6.7071,7.0315,20.72,-0.610870932924345,6.07213333333333
22.276,4.551,6.8163,23.786,-0.713155727060896,5.89266666666667
18.287,4.9127,8.2617,10.118,-0.310171288084262,5.63546666666667
21.045,8.1345,6.8059,18.713,-0.547141354094992,6.15973333333333
17.714,6.9546,3.9081,30.039,-0.96166138722064,5.28186666666667
22.2,7.586,7.7804,10.94,-0.313847018233471,6.33533333333333
18.87,7.7029,3.7663,14.425,-0.449042211563626,5.49906666666667
14.827,4.5911,7.5674,37.831,-1.34862496956505,5.0796
12.764,8.4257,7.3208,21.104,-0.675389670079864,5.27266666666667
21.754,6.3511,7.4744,31.135,-0.916849795185477,6.11293333333333
15.206,4.487,7.8969,36.279,-1.24305430459644,5.1564
16.462,6.3782,5.7979,33.878,-1.10138558459499,5.2884
17.216,6.9495,5.7078,25.29,-0.794089063440286,5.44133333333333
18.73,5.3299,4.0853,15.873,-0.508717365751989,5.2264
23.734,7.2605,8.9336,11.035,-0.309237979677781,6.59093333333333
20.115,6.4424,3.2675,25.154,-0.790429275099003,5.4352
13.162,8.6962,4.5389,38.523,-1.42249230398904,5.00253333333333
19.238,3.9349,6.4783,34.208,-1.0935533383811,5.41346666666667
17.18,6.7676,4.5559,25.689,-0.821039623183686,5.27093333333333
22.99,6.3197,8.067,14.743,-0.424031431152545,6.31266666666667
16.729,5.8574,8.3886,35.788,-1.12881185782668,5.5744
23.361,4.1958,5.6739,35.607,-1.08065925785148,5.84186666666667
23.469,6.0447,7.894,38.418,-1.11409261498855,6.3156
17.015,7.7453,8.583,23.11,-0.69664973517997,5.8544
23.895,5.978,7.9335,29.201,-0.839714230981622,6.35906666666667
13.809,6.1658,8.3215,16.407,-0.525213332038637,5.24346666666667
18.889,8.1821,8.0925,19.384,-0.571929608892342,6.06346666666667
23.966,5.1606,8.3911,25.58,-0.736710320115933,6.32693333333333
20.09,5.8138,5.4656,18.521,-0.569978765267534,5.6204
20.256,4.8052,8.1877,38.333,-1.17674657754957,5.84266666666667
17.005,6.5055,5.3025,27.314,-0.869839195270629,5.30786666666667
21.616,5.6598,6.7757,22.815,-0.681107691366341,5.93573333333333
20.812,7.4021,6.3573,30.759,-0.915993141476115,5.99546666666667
21.182,6.7495,6.7751,27.888,-0.828275220062876,6.01093333333333
22.466,6.5976,8.487,23.45,-0.675181222198314,6.33013333333333
12.363,6.1913,4.8864,31.977,-1.18428555001086,4.60613333333333
20.284,5.5964,8.1788,24.222,-0.723378601265578,5.93586666666667
20.815,7.225,5.8537,18.3,-0.547204637442619,5.91653333333333
23.847,5.4076,7.7226,19.633,-0.5675961514178,6.2656
19.216,5.5584,8.9528,30.027,-0.902203551361529,5.8968
19.147,5.9511,3.5184,39.106,-1.33451847278037,5.28173333333333
18.738,8.2224,8.83,11.36,-0.332199937604091,6.1324
21.797,5.4441,8.3703,39.687,-1.18108518883253,6.112
12.252,6.1558,7.2628,30.298,-1.0305625960558,4.90373333333333
17.017,5.0372,5.9204,38.763,-1.34848191844962,5.20053333333333
20.986,7.1544,6.7692,36.992,-1.10195257492859,6.03213333333333
22.271,3.5029,6.441,36.26,-1.12062317133228,5.71893333333333
16.025,8.3539,7.4188,21.591,-0.662306758098992,5.6692
17.198,7.4999,4.1808,37.91,-1.27068575364319,5.3136
22.62,7.9202,8.0841,10.962,-0.311150557202157,6.44546666666667
15.847,8.3112,8.7756,20.763,-0.628776081056474,5.80306666666667
14.36,6.2909,8.4479,12.466,-0.394472031593252,5.34053333333333
21.741,7.8064,4.2267,21.927,-0.657094275459668,5.9008
